ford|galaxy|151000|2011|2000|103|||None|man|5|7|diesel|2015-11-14 18:10:06.838319+00|2016-01-27 20:40:15.46361+00|10584.75
skoda|fabia|140000|2002|1400|55|||None|man|5|5|gasoline|2015-11-14 18:55:28.173895+00|2016-01-27 20:40:15.46361+00|2701.7
skoda|fabia|133423|2006|1200|40|||None|man|5|5|gasoline|2015-11-14 18:55:28.197253+00|2016-01-27 20:40:15.46361+00|2627.68
||118845|2009|1400|59|||None|man|5|5|gasoline|2015-11-14 18:55:28.218917+00|2016-01-27 20:40:15.46361+00|5736.49
skoda|octavia|187723|2005|1900|77|||None|man|5|5|diesel|2015-11-14 18:55:28.23019+00|2016-01-27 20:40:15.46361+00|4626.2
skoda|octavia|151376|2007|1900|77|||None|man|5|5|diesel|2015-11-14 18:55:28.273067+00|2016-01-27 20:40:15.46361+00|6513.69
||68520|2004|1800|88|||None|man|5|5|gasoline|2015-11-14 18:55:28.282026+00|2016-01-27 20:40:15.46361+00|2997.78
skoda|fabia|106430|2003|1400|50|||None|man|4|5|gasoline|2015-11-14 18:55:28.31415+00|2016-01-27 20:40:15.46361+00|2294.6
skoda|fabia|77014|2005|1200|47|||None|man|5|5|gasoline|2015-11-14 18:55:28.335268+00|2016-01-27 20:40:15.46361+00|3108.81
skoda|octavia|188902|2006|2000|103|||None|man|5|5|diesel|2015-11-14 18:55:28.349907+00|2016-01-27 20:40:15.46361+00|5551.44
||226907|2003|1896|96|||None|auto|5|None|diesel|2015-11-14 18:55:28.364913+00|2016-01-27 20:40:15.46361+00|1443.38
skoda|octavia|80165|2013|1598|77|||None|man|5|None|diesel|2015-11-14 18:55:28.410363+00|2016-01-27 20:40:15.46361+00|14322.72
kia|sorento|117909|2008|2500|125|||None|auto|5|5|diesel|2015-11-14 18:55:28.420061+00|2016-01-27 20:40:15.46361+00|7512.95
skoda|yeti|13854|2014|1968|81|||None|man|5|None|diesel|2015-11-14 18:55:28.452299+00|2016-01-27 20:40:15.46361+00|16987.42
||127056|1997|1000|33|||None|man|5|5|gasoline|2015-11-14 18:55:28.476228+00|2016-01-27 20:40:15.46361+00|814.21
skoda|superb|28911|2015|1968|125|||None|auto|5|5|diesel|2015-11-14 18:55:28.485397+00|2016-01-27 20:40:15.46361+00|25903.03
skoda|citigo|10638|2014|999|44|||None|man|3|5|gasoline|2015-11-14 18:55:28.496187+00|2016-01-27 20:40:15.46361+00|6495.19
seat|ibiza|65922|2009|1200|51|||None|man|5|5|gasoline|2015-11-14 18:55:28.548506+00|2016-01-27 20:40:15.46361+00|5107.33
skoda|fabia|74123|2007|1400|74|||None|man|5|5|gasoline|2015-11-14 18:55:29.119344+00|2016-01-27 20:40:15.46361+00|3737.97
||84338|2007|1900|77|||None|man|5|5|diesel|2015-11-14 18:55:29.178577+00|2016-01-27 20:40:15.46361+00|6513.69
skoda|fabia|105849|2004|1200|47|||None|man|5|5|gasoline|2015-11-14 18:55:29.204973+00|2016-01-27 20:40:15.46361+00|2960.77
||69218|2009|1600|55|||None|man|5|5|diesel|2015-11-14 18:55:29.214045+00|2016-01-27 20:40:15.46361+00|7846.04
ford|focus|148971|2009|1560|80|||None||5|5|diesel|2015-11-14 18:55:29.223177+00|2016-01-27 20:40:15.46361+00|5736.49
skoda|fabia|107166|2003|1200|47|||None|man|5|5|gasoline|2015-11-14 18:55:29.233952+00|2016-01-27 20:40:15.46361+00|2997.78
||133465|2008|2000|103|||None|man|5|5|gasoline|2015-11-14 18:55:29.276139+00|2016-01-27 20:40:15.46361+00|4996.3
bmw||198000|2006|1995|90|||None|man|5|5|diesel|2015-11-14 18:55:29.286346+00|2016-01-27 20:40:15.46361+00|6032.57
skoda|fabia|73520|2002|1400|50|||None|man|5|5|gasoline|2015-11-14 18:55:29.301568+00|2016-01-27 20:40:15.46361+00|2590.67
||131057|2007|1896|77|||None|man|5|5|diesel|2015-11-14 18:55:29.347848+00|2016-01-27 20:40:15.46361+00|6472.98
||202268|2005|2461|128|||None|man|5|5|diesel|2015-11-14 18:55:29.361918+00|2016-01-27 20:40:15.46361+00|8693.56
skoda|octavia|145665|2003|1595|75|||None|man|5|5|gasoline|2015-11-14 18:55:29.401114+00|2016-01-27 20:40:15.46361+00|4276.65
ford|mondeo|228198|2003|1998|96|||None|man|5|5|diesel|2015-11-14 18:55:29.417285+00|2016-01-27 20:40:15.46361+00|2216.88
seat|ibiza|160000|2005|1422|55|||None|man|5|5|diesel|2015-11-14 18:55:29.427673+00|2016-01-27 20:40:15.46361+00|2772.02
toyota|avensis|212478|2005|2231|130|||None|man|5|5|diesel|2015-11-14 18:55:29.44523+00|2016-01-27 20:40:15.46361+00|4770.54
||170000|1998|1598|66|||None|man|5|5|gasoline|2015-11-14 18:55:29.464946+00|2016-01-27 20:40:15.46361+00|555.14
||146800||1997|100|||None|man|5|5|diesel|2015-11-14 18:55:29.482571+00|2016-01-27 20:40:15.46361+00|5144.34
skoda|fabia|149300|2009|1198|51|||None|man|5|5|gasoline|2015-11-14 18:55:29.497063+00|2016-01-27 20:40:15.46361+00|4252.41
||172000|2006|1560|80|||None|man|None|None|diesel|2015-11-14 18:55:29.512158+00|2016-01-27 20:40:15.46361+00|3293.86
skoda|yeti|100|2015|1968|103|||None|man|None|5|diesel|2015-11-14 18:55:29.521501+00|2016-01-27 20:40:15.46361+00|27017.02
skoda|octavia|1|2015|1968|135|||None|man|None|5|diesel|2015-11-14 18:55:29.64839+00|2016-01-27 20:40:15.46361+00|29607.7
||160000||1390|110|||None|man|5|5|gasoline|2015-11-14 18:55:30.14289+00|2016-01-27 20:40:15.46361+00|8142.12
skoda|felicia|161010|1998|1600|55|||None|man|5|5|gasoline|2015-11-14 18:55:30.161131+00|2016-01-27 20:40:15.46361+00|999.26
fiat|punto|117661|2000|1200|51|||None|man|5|5|gasoline|2015-11-14 18:55:30.191919+00|2016-01-27 20:40:15.46361+00|740.19
skoda|octavia|183402|1998|1600|55|||None|man|5|5|gasoline|2015-11-14 18:55:30.203968+00|2016-01-27 20:40:15.46361+00|1406.37
skoda|octavia|136975|2007|1900|77|||None|man|5|5|diesel|2015-11-14 18:55:30.221214+00|2016-01-27 20:40:15.46361+00|5884.53
fiat|marea|189874|1998|1700|83|||None|man|5|5|gasoline|2015-11-14 18:55:30.231841+00|2016-01-27 20:40:15.46361+00|1110.29
citroen|xsara-picasso|130895|2001|1749|85|||None|man|5|5|gasoline|2015-11-14 18:55:30.257144+00|2016-01-27 20:40:15.46361+00|2220.58
||182450|2002|1900|59|||None|man|4|5|diesel|2015-11-14 18:55:30.278208+00|2016-01-27 20:40:15.46361+00|2368.62
skoda|superb|207000||1968|103|||None|man|None|5|diesel|2015-11-14 18:55:30.32985+00|2016-01-27 20:40:15.46361+00|11806.07
bmw|x5|139653||2998|210|||None|auto|5|5|diesel|2015-11-14 18:55:30.342982+00|2016-01-27 20:40:15.46361+00|24426.39
skoda|yeti|57838|2009|1968|103|||None|man|5|5|diesel|2015-11-14 18:55:30.363614+00|2016-01-27 20:40:15.46361+00|12546.26
ford|focus|200506|2006|1997|100|||None|man|5|5|diesel|2015-11-14 18:55:30.419022+00|2016-01-27 20:40:15.46361+00|4067.36
||52240|2013|1149|55|||None|man|5|5|gasoline|2015-11-14 18:55:30.443966+00|2016-01-27 20:40:15.46361+00|4404.15
||124253|1999|1970|114|||None|man|5|5|gasoline|2015-11-14 18:55:30.466117+00|2016-01-27 20:40:15.46361+00|1106.59
toyota|auris|87000|2008|2231|130|||None|man|3|5|diesel|2015-11-14 18:55:30.475715+00|2016-01-27 20:40:15.46361+00|7364.88
citroen|berlingo|252516|1997|1905|50|||None|man|5|5|diesel|2015-11-14 18:55:30.486002+00|2016-01-27 20:40:15.46361+00|1291.64
bmw||168681|2003|1796|85|||None|man|5|5|gasoline|2015-11-14 18:55:30.525159+00|2016-01-27 20:40:15.46361+00|2698.0
||240000|1998|1595|74|||None|man|3|5|gasoline|2015-11-14 18:55:30.617727+00|2016-01-27 20:40:15.46361+00|962.25
ford|s-max|145000|2010|2000|103|||None|man|5|5|diesel|2015-11-14 18:55:30.667239+00|2016-01-27 20:40:15.46361+00|10729.09
||148200|2003|1587|80|||None|man|2|4|gasoline|2015-11-14 18:55:30.678647+00|2016-01-27 20:40:15.46361+00|2202.07
ford|mondeo|145198|2011|2000|103|||None|man|5|5|diesel|2015-11-14 18:55:30.733572+00|2016-01-27 20:40:15.46361+00|10173.95
audi|a3|208603|2002|1595|75|||None|man|3|None|gasoline|2015-11-14 18:55:30.765436+00|2016-01-27 20:40:15.46361+00|1735.75
seat|leon|10|2014|1197|81|||None|man|5|5|gasoline|2015-11-14 18:55:30.774079+00|2016-01-27 20:40:15.46361+00|14692.82
honda|jazz|85855|2005|1250|57|||None|man|5|5|gasoline|2015-11-14 18:55:30.798709+00|2016-01-27 20:40:15.46361+00|2960.77
||207130|2001|1600|79|||None|man|5|5|gasoline|2015-11-14 18:55:31.109915+00|2016-01-27 20:40:15.46361+00|1221.32
skoda|superb|160678|2008|1968|125|||None|auto|5|5|diesel|2015-11-14 18:55:31.164197+00|2016-01-27 20:40:15.46361+00|9955.59
skoda|octavia|289300|2006|1968|103|||None|man|5|5|diesel|2015-11-14 18:55:31.203706+00|2016-01-27 20:40:15.46361+00|5477.42
skoda|fabia|89555|2007|1390|59|||None|man|5|5|gasoline|2015-11-14 18:55:31.22631+00|2016-01-27 20:40:15.46361+00|3552.92
opel|agila|104315|2008|996|48|||None|man|5|5|gasoline|2015-11-14 18:55:31.243168+00|2016-01-27 20:40:15.46361+00|4404.15
skoda|octavia|172961|2007|1968|125|||None|man|5|5|diesel|2015-11-14 18:55:31.26861+00|2016-01-27 20:40:15.46361+00|7768.32
||149000|2011|1598|77|||None|man|5|5|diesel|2015-11-14 18:55:31.295281+00|2016-01-27 20:40:15.46361+00|9955.59
skoda|octavia|197230||1595|75|||None|man|5|5|gasoline|2015-11-14 18:55:31.306628+00|2016-01-27 20:40:15.46361+00|6658.03
||1|2006|1600|66|||None|man|5|5|diesel|2015-11-14 18:55:31.360956+00|2016-01-27 20:40:15.46361+00|3700.96
skoda|octavia|95088|2010|1600|77|||None|man|5|5|diesel|2015-11-14 18:55:31.400338+00|2016-01-27 20:40:15.46361+00|9248.7
ford|mondeo|74204|2010|2000|85|||None|man|5|5|diesel|2015-11-14 18:55:31.444302+00|2016-01-27 20:40:15.46361+00|10358.99
skoda|octavia|140660|2012|1600|77|||None|man|5|5|diesel|2015-11-14 18:55:31.469686+00|2016-01-27 20:40:15.46361+00|8142.12
skoda|fabia|157800|2004|1400|55|||None|man|5|5|gasoline|2015-11-14 18:55:31.502365+00|2016-01-27 20:40:15.46361+00|2957.07
toyota|rav4|131412|2007|2200|100|||None|man|5|5|diesel|2015-11-14 18:55:31.51051+00|2016-01-27 20:40:15.46361+00|7216.88
hyundai|i30|113900|2008|1600|93|||None|man|5|5|diesel|2015-11-14 18:55:31.518965+00|2016-01-27 20:40:15.46361+00|5732.79
skoda|octavia|157500|2010|2000|103|||None|man|5|5|diesel|2015-11-14 18:55:31.551571+00|2016-01-27 20:40:15.46361+00|9433.75
nissan|qashqai|128800|2008|1500|78|||None|man|5|5|diesel|2015-11-14 18:55:31.583174+00|2016-01-27 20:40:15.46361+00|7401.92
skoda|octavia|130900|2009|1400|90|||None|man|5|5|gasoline|2015-11-14 18:55:31.60159+00|2016-01-27 20:40:15.46361+00|8878.61
audi|a4|220780|2002|2500|114|||None|man|5|5|diesel|2015-11-14 18:55:31.612278+00|2016-01-27 20:40:15.46361+00|4071.06
opel|astra|166929|2012|1700|81|||None|man|5|5|diesel|2015-11-14 18:55:31.620532+00|2016-01-27 20:40:15.46361+00|8693.56
skoda|fabia|185000|2011|1600|55|||None|man|5|5|diesel|2015-11-14 18:55:31.63625+00|2016-01-27 20:40:15.46361+00|5181.31
ford|mondeo|118000|2013|2000|103|||None|man|5|5|diesel|2015-11-14 18:55:31.662935+00|2016-01-27 20:40:15.46361+00|12953.33
kia||0|2008|1600|93|||None|man|5|5|gasoline|2015-11-14 18:55:31.676222+00|2016-01-27 20:40:15.46361+00|5514.43
hyundai|terracan|205000||2902|110|||None|man|5|5|diesel|2015-11-14 18:55:31.742759+00|2016-01-27 20:40:15.46361+00|3997.04
||123900|2007|1595|75|||None|man|5|5|gasoline|2015-11-14 18:55:31.757696+00|2016-01-27 20:40:15.46361+00|5843.82
fiat|doblo|176774|2006|1248|62|||None|man|5|5|diesel|2015-11-14 18:55:31.776743+00|2016-01-27 20:40:15.46361+00|4400.0
mercedes-benz||56000|2014|6208||||None|auto|2|4|gasoline|2015-11-14 18:55:31.787927+00|2016-01-27 20:40:15.46361+00|46595.11
skoda|fabia|141665||1598|55|||None|man|5|5|diesel|2015-11-14 18:55:31.809166+00|2016-01-27 20:40:15.46361+00|6254.66
skoda|roomster|234896||1197|63|||None|man|5|5|gasoline|2015-11-14 18:55:31.834199+00|2016-01-27 20:40:15.46361+00|4996.3
skoda|octavia|163323||1598|77|||None|man|5|5|diesel|2015-11-14 18:55:31.9229+00|2016-01-27 20:40:15.46361+00|8327.17
skoda|fabia|34000|2006|1198|47|||None|man|5|5|gasoline|2015-11-14 18:55:32.219705+00|2016-01-27 20:40:15.46361+00|4404.15
mercedes-benz||208000|2003|1689|70|||None|auto|5|5|diesel|2015-11-14 18:55:32.332034+00|2016-01-27 20:40:15.46361+00|2405.26
opel|vivaro|0|2015|1598|85|||None|man|5|9|diesel|2015-11-14 18:55:32.361133+00|2016-01-27 20:40:15.46361+00|23190.3
mazda|mx-3|163752|1998|1598|79|||None|man|2|4|gasoline|2015-11-14 18:55:32.388984+00|2016-01-27 20:40:15.46361+00|1291.64
opel|vivaro|0|2015|1598|85|||None|man|5|9|diesel|2015-11-14 18:55:32.399436+00|2016-01-27 20:40:15.46361+00|21680.01
||210000|2004|1889|96|||None|auto|5|5|diesel|2015-11-14 18:55:32.408203+00|2016-01-27 20:40:15.46361+00|3145.82
opel|vivaro|0|2015|1598|88|||None|man|5|8|diesel|2015-11-14 18:55:32.445136+00|2016-01-27 20:40:15.46361+00|23915.95
opel|vivaro|0|2015|1598|92|||None||5|9|diesel|2015-11-14 18:55:32.460123+00|2016-01-27 20:40:15.46361+00|24257.96
opel|vivaro|0|2015|1598|92|||None|man|5|8|diesel|2015-11-14 18:55:32.47457+00|2016-01-27 20:40:15.46361+00|24749.37
opel|vivaro|0|2015|1598|92|||None|man|5|9|diesel|2015-11-14 18:55:32.499023+00|2016-01-27 20:40:15.46361+00|25399.59
||120000|2004|1289|75|||None|man|5|5|gasoline|2015-11-14 18:55:32.522341+00|2016-01-27 20:40:15.46361+00|1813.47
opel|vivaro|0|2015|1598|85|||None|man|5|6|diesel|2015-11-14 18:55:32.546001+00|2016-01-27 20:40:15.46361+00|22661.99
opel|vivaro|0|2015|1598|92|||None|man|5|9|diesel|2015-11-14 18:55:32.555632+00|2016-01-27 20:40:15.46361+00|23685.38
fiat|sedici|81700||1586|79|||None|man|5|5|gasoline|2015-11-14 18:55:32.634852+00|2016-01-27 20:40:15.46361+00|5514.43
ford|mustang|9200|2015|5000|324|||None|auto|None|None|gasoline|2015-11-14 18:55:32.645793+00|2016-01-27 20:40:15.46361+00|44781.64
mercedes-benz||13280|2015|2987|190|||None||None|None|diesel|2015-11-14 18:55:32.655525+00|2016-01-27 20:40:15.46361+00|89115.47
honda|cr-v|23736|2014|1997|114|||None|man|5|5|gasoline|2015-11-14 18:55:32.667391+00|2016-01-27 20:40:15.46361+00|20170.24
nissan|primera|257000|1998|1998|96|||None|man|5|5|gasoline|2015-11-14 18:55:32.728987+00|2016-01-27 20:40:15.46361+00|1291.64
skoda|octavia|89140|2010|1798|118|||None|auto|4|5|gasoline|2015-11-14 18:55:32.787969+00|2016-01-27 20:40:15.46361+00|10177.65
skoda|octavia|129600||1598|77|||None||5|5|diesel|2015-11-14 18:55:32.824654+00|2016-01-27 20:40:15.46361+00|9247.85
skoda|felicia|91100||1289|40|||None||5|5|gasoline|2015-11-14 18:55:32.837964+00|2016-01-27 20:40:15.46361+00|1036.27
skoda|roomster|246021|2007|1390|63|||None|man|5|None|gasoline|2015-11-14 18:55:32.859159+00|2016-01-27 20:40:15.46361+00|1813.47
mercedes-benz||208500||2987|165|||None|auto|5|5|diesel|2015-11-14 18:55:32.876351+00|2016-01-27 20:40:15.46361+00|13689.01
kia||94000||1396|80|||None||3|5|gasoline|2015-11-14 18:55:32.885554+00|2016-01-27 20:40:15.46361+00|5176.79
toyota|rav4|164267|2002|1995|85|||None|man|5|5|diesel|2015-11-14 18:55:32.916494+00|2016-01-27 20:40:15.46361+00|5177.65
skoda|fabia|186145|2005|1896|74|||None|man|5|5|diesel|2015-11-14 18:55:33.015178+00|2016-01-27 20:40:15.46361+00|3623.24
skoda|octavia|21490|2014|1598|77|||None|man|5|5|diesel|2015-11-14 18:55:33.038576+00|2016-01-27 20:40:15.46361+00|15688.38
toyota|yaris|132050|2001|998|50|||None|man|5|5|gasoline|2015-11-14 18:55:33.082084+00|2016-01-27 20:40:15.46361+00|2364.91
citroen|c4-picasso|126690|2012|1560|82|||None|auto|5|5|diesel|2015-11-14 18:55:33.151261+00|2016-01-27 20:40:15.46361+00|8734.2
||135000|1999|954|37|||None|man|5|5|gasoline|2015-11-14 18:55:33.19496+00|2016-01-27 20:40:15.46361+00|703.18
||209000|2009|1896|77|||None|man|5|5|diesel|2015-11-14 18:55:33.210003+00|2016-01-27 20:40:15.46361+00|6291.52
chevrolet|alero|114000|1999|2392|104|||None|auto|5|5|gasoline|2015-11-14 18:55:33.230828+00|2016-01-27 20:40:15.46361+00|2035.53
porsche|987-boxster|149000|2005|3179|206|||None|man|None|None|gasoline|2015-11-14 18:55:33.270238+00|2016-01-27 20:40:15.46361+00|14766.84
ford|c-max|155195|2005|1988|107|||None|man|5|5|gasoline|2015-11-14 18:55:33.283611+00|2016-01-27 20:40:15.46361+00|4034.05
citroen|berlingo|5000|2015|1560|88|||None|man|None|None|diesel|2015-11-14 18:55:33.292848+00|2016-01-27 20:40:15.46361+00|14776.09
skoda|roomster|70000|2010|1390|93|||None|man|5|5|gasoline|2015-11-14 18:55:33.317312+00|2016-01-27 20:40:15.46361+00|5884.53
||116000||1598|79|||None|man|5|5|gasoline|2015-11-14 18:55:33.351081+00|2016-01-27 20:40:15.46361+00|1846.78
fiat|palio|265000|1998|1242|54|||None|man|5|5|gasoline|2015-11-14 18:55:33.383993+00|2016-01-27 20:40:15.46361+00|366.4
citroen|c-elysee|3000|2015||73|||None|man|None|None|diesel|2015-11-14 18:55:33.439472+00|2016-01-27 20:40:15.46361+00|11893.04
toyota|avensis|230000|1999|1975|66|||None|man|5|5|diesel|2015-11-14 18:55:33.456634+00|2016-01-27 20:40:15.46361+00|1665.43
skoda|citigo|9800|2015|999|44|||None|man|5|4|gasoline|2015-11-14 18:55:33.465835+00|2016-01-27 20:40:15.46361+00|7768.32
skoda|rapid|21990|2015|1390|90|||None|auto|5|5|gasoline|2015-11-14 18:55:33.482049+00|2016-01-27 20:40:15.46361+00|14008.14
bmw|x3|19500|2015|2000|140|||None|auto|5|5|diesel|2015-11-14 18:55:33.494075+00|2016-01-27 20:40:15.46361+00|48811.99
||156000|1999|1124|44|||None|man|3|5|gasoline|2015-11-14 18:55:33.503636+00|2016-01-27 20:40:15.46361+00|1813.47
skoda|octavia|220000|2002|1896|66|||None|man|5|5|diesel|2015-11-14 18:55:33.644143+00|2016-01-27 20:40:15.46361+00|3327.17
mercedes-benz||139000||1796|80|||None|auto|5|5|diesel|2015-11-14 18:55:33.666555+00|2016-01-27 20:40:15.46361+00|18060.7
audi|tt|169930|2006|3189|184|||None|auto|3|4|gasoline|2015-11-14 18:55:33.676494+00|2016-01-27 20:40:15.46361+00|10547.71
||112737||1461|81|||None|man|5|5|diesel|2015-11-14 18:55:33.68638+00|2016-01-27 20:40:15.46361+00|9178.39
skoda|fabia|194795|2003|1198|40|||None|man|5|5|gasoline|2015-11-14 18:55:33.725973+00|2016-01-27 20:40:15.46361+00|1698.74
||179500|2013|1968|103|||None|auto|None|5|diesel|2015-11-14 18:55:33.73624+00|2016-01-27 20:40:15.46361+00|14433.38
mercedes-benz|viano|203593|2011|2143|120|van||None|man|5|5|diesel|2015-11-14 18:55:33.799132+00|2016-01-27 20:40:15.46361+00|22168.76
mercedes-benz||54000|2010|4663|320|||None|auto|2|4|gasoline|2015-11-14 18:55:33.816497+00|2016-01-27 20:40:15.46361+00|58216.14
||229000||2461|96|||None|man|5|9|diesel|2015-11-14 18:55:33.831041+00|2016-01-27 20:40:15.46361+00|9215.4
skoda|octavia|165000|2011|1598|77|||None|man|5|5|diesel|2015-11-14 18:55:33.853123+00|2016-01-27 20:40:15.46361+00|8845.3
||156245|2000|1595|75|||None|man|5|5|gasoline|2015-11-14 18:55:34.205553+00|2016-01-27 20:40:15.46361+00|2586.97
||77145|2011|1398|50|||None|man|5|5|diesel|2015-11-14 18:55:34.310846+00|2016-01-27 20:40:15.46361+00|4774.24
bmw||170656|2008|1995|105|||None|man|5|5|diesel|2015-11-14 18:55:34.339938+00|2016-01-27 20:40:15.46361+00|7364.91
ford|galaxy|254448|2004|1896|96|||None|man|5|7|diesel|2015-11-14 18:55:34.371192+00|2016-01-27 20:40:15.46361+00|5514.4
rover|200|168000|1996|1396|76|||None|man|2|None|gasoline|2015-11-14 18:55:34.393388+00|2016-01-27 20:40:15.46361+00|1106.59
ford|mondeo|183170||1753|74|||None|man|5|5|diesel|2015-11-14 18:55:34.411486+00|2016-01-27 20:40:15.46361+00|5551.44
hyundai|ix20|15500|2014|1396|66|||None|man|5|5|gasoline|2015-11-14 18:55:34.465366+00|2016-01-27 20:40:15.46361+00|9585.49
chevrolet|corvette|43260|2005|5967|297|||None|man|5|2|gasoline|2015-11-14 18:55:34.52755+00|2016-01-27 20:40:15.46361+00|23316.03
chrysler|pt-cruiser|118000|2001|1996|104|||None|man|5|5|gasoline|2015-11-14 18:55:34.555582+00|2016-01-27 20:40:15.46361+00|2590.64
skoda|octavia|115851|2014|1598|66|||None|man|5|5|diesel|2015-11-14 18:55:34.565513+00|2016-01-27 20:40:15.46361+00|11065.88
skoda|octavia|149990|2010|1598|77|||None|man|5|5|diesel|2015-11-14 18:55:34.585251+00|2016-01-27 20:40:15.46361+00|9178.39
skoda|fabia|127400||1422|55|||None|man|5|5|diesel|2015-11-14 18:55:34.594895+00|2016-01-27 20:40:15.46361+00|3219.84
skoda|octavia|187000||1968|125|||None|auto|5|5|diesel|2015-11-14 18:55:34.607718+00|2016-01-27 20:40:15.46361+00|14544.78
||205000|2007|1896|77|||None|man|4|5|diesel|2015-11-14 18:55:34.669806+00|2016-01-27 20:40:15.46361+00|5514.43
hyundai|i30|13004||1591|88|||None|auto|5|5|gasoline|2015-11-14 18:55:34.721924+00|2016-01-27 20:40:15.46361+00|12916.36
nissan|tiida|61191|2008|1600|81|||None||None|None|diesel|2015-11-14 18:55:34.731667+00|2016-01-27 20:40:15.46361+00|4034.05
citroen|berlingo|254209|2001|1997|66|||None|man|5|5|diesel|2015-11-14 18:55:34.748631+00|2016-01-27 20:40:15.46361+00|2031.83
||183000|2005|1870|88|||None|man|5|5|diesel|2015-11-14 18:55:34.760314+00|2016-01-27 20:40:15.46361+00|2738.71
bmw||111500||2993|225|||None|auto|4|5|diesel|2015-11-14 18:55:34.769911+00|2016-01-27 20:40:15.46361+00|35122.17
skoda|octavia|187237||1595|75|||None|man|5|5|gasoline|2015-11-14 18:55:34.781951+00|2016-01-27 20:40:15.46361+00|2957.07
skoda|octavia|51374||1598|75|||None|man|5|5|gasoline|2015-11-14 18:55:34.811334+00|2016-01-27 20:40:15.46361+00|4810.88
dodge|grand-caravan|38800|2012|3605|211|||None|auto|5|7|gasoline|2015-11-14 18:55:34.860652+00|2016-01-27 20:40:15.46361+00|16653.96
ford|focus|194089|2007|1798|92|||None|man|5|5|gasoline|2015-11-14 18:55:34.894688+00|2016-01-27 20:40:15.46361+00|4807.55
||192846||1595|75|||None|man|5|5|gasoline|2015-11-14 18:55:34.911211+00|2016-01-27 20:40:15.46361+00|5162.84
||10000|2015|2967|193|||None|auto|5|5|diesel|2015-11-14 18:55:34.92037+00|2016-01-27 20:40:15.46361+00|64729.83
skoda|yeti|18204|2014|1968|81|||None|man|5|5|diesel|2015-11-14 18:55:34.94038+00|2016-01-27 20:40:15.46361+00|16617.32
skoda|felicia|138341|2000|1289|50|||None|man|5|5|gasoline|2015-11-14 18:55:35.099924+00|2016-01-27 20:40:15.46361+00|1032.57
mercedes-benz||198000|2006|3498|200|||None|auto|5|5|gasoline|2015-11-14 18:55:35.167799+00|2016-01-27 20:40:15.46361+00|11658.03
||141000|2012|1968|103|||None|man|5|5|diesel|2015-11-14 18:55:35.258582+00|2016-01-27 20:40:15.46361+00|14803.92
||348067|2004|1398|50|||None|man|5|5|diesel|2015-11-14 18:55:35.287987+00|2016-01-27 20:40:15.46361+00|1846.78
ford|focus|230905|2000|1388|55|||None|man|5|5|gasoline|2015-11-14 18:55:35.313928+00|2016-01-27 20:40:15.46361+00|1110.29
hyundai|santa-fe|113317|2008|2200|114|||None|man|5|5|diesel|2015-11-14 18:55:35.350296+00|2016-01-27 20:40:15.46361+00|9215.4
skoda|fabia|130096|2000|1400|50|||None|man|5|5|gasoline|2015-11-14 18:55:35.360914+00|2016-01-27 20:40:15.46361+00|2220.58
audi|q5|78000|2009|2967|176|||None|auto|5|5|diesel|2015-11-14 18:55:35.40349+00|2016-01-27 20:40:15.46361+00|27720.21
skoda|octavia|398000|2000|1896|81|||None|man|5|5|diesel|2015-11-14 18:55:35.443422+00|2016-01-27 20:40:15.46361+00|1332.35
||25062|2015|1968|110|||None|auto|5|5|diesel|2015-11-14 18:55:35.453708+00|2016-01-27 20:40:15.46361+00|22942.26
kia|sportage|1|2001|1998|61|||None|man|5|5|diesel|2015-11-14 18:55:35.467537+00|2016-01-27 20:40:15.46361+00|1813.47
